ConfigID,R1A,R1B,R1C,R2A,R2B,R2C,R3A,R3B,R3C,R4A,R4B,R4C,SwitchStates,Status,Voltage_V,VoltageGroup,ConnectionClass,CellsInSeries,ActiveCells
#3237,1,0,1,0,0,1,0,1,0,0,1,1,101 001 010 011,valid,12,12 V,series,3,"1 2 3"
#3238,0,1,1,0,0,1,0,1,0,0,1,1,011 001 010 011,short-circuit,0,Short Circuit,none,0,""
#3239,1,1,1,0,0,1,0,1,0,0,1,1,111 001 010 011,short-circuit,0,Short Circuit,none,0,""
#3240,0,0,0,1,0,1,0,1,0,0,1,1,000 101 010 011,valid,8,8 V,series,2,"2 3"
#3241,1,0,0,1,0,1,0,1,0,0,1,1,100 101 010 011,valid,8,8 V,series,2,"2 3"
#3242,0,1,0,1,0,1,0,1,0,0,1,1,010 101 010 011,valid,8,8 V,series,2,"2 3"
#3243,1,1,0,1,0,1,0,1,0,0,1,1,110 101 010 011,short-circuit,0,Short Circuit,none,0,""
#3244,0,0,1,1,0,1,0,1,0,0,1,1,001 101 010 011,valid,8,8 V,series,2,"2 3"
#3245,1,0,1,1,0,1,0,1,0,0,1,1,101 101 010 011,short-circuit,0,Short Circuit,none,0,""
#3246,0,1,1,1,0,1,0,1,0,0,1,1,011 101 010 011,short-circuit,0,Short Circuit,none,0,""
#3247,1,1,1,1,0,1,0,1,0,0,1,1,111 101 010 011,short-circuit,0,Short Circuit,none,0,""
#3248,0,0,0,0,1,1,0,1,0,0,1,1,000 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3249,1,0,0,0,1,1,0,1,0,0,1,1,100 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3250,0,1,0,0,1,1,0,1,0,0,1,1,010 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3251,1,1,0,0,1,1,0,1,0,0,1,1,110 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3252,0,0,1,0,1,1,0,1,0,0,1,1,001 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3253,1,0,1,0,1,1,0,1,0,0,1,1,101 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3254,0,1,1,0,1,1,0,1,0,0,1,1,011 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3255,1,1,1,0,1,1,0,1,0,0,1,1,111 011 010 011,short-circuit,0,Short Circuit,none,0,""
#3256,0,0,0,1,1,1,0,1,0,0,1,1,000 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3257,1,0,0,1,1,1,0,1,0,0,1,1,100 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3258,0,1,0,1,1,1,0,1,0,0,1,1,010 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3259,1,1,0,1,1,1,0,1,0,0,1,1,110 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3260,0,0,1,1,1,1,0,1,0,0,1,1,001 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3261,1,0,1,1,1,1,0,1,0,0,1,1,101 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3262,0,1,1,1,1,1,0,1,0,0,1,1,011 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3263,1,1,1,1,1,1,0,1,0,0,1,1,111 111 010 011,short-circuit,0,Short Circuit,none,0,""
#3264,0,0,0,0,0,0,1,1,0,0,1,1,000 000 110 011,valid,4,4 V,series,1,"3"
#3265,1,0,0,0,0,0,1,1,0,0,1,1,100 000 110 011,valid,4,4 V,series,1,"3"
#3266,0,1,0,0,0,0,1,1,0,0,1,1,010 000 110 011,valid,4,4 V,series,1,"3"
#3267,1,1,0,0,0,0,1,1,0,0,1,1,110 000 110 011,valid,4,4 V,parallel,1,"1 3"
#3268,0,0,1,0,0,0,1,1,0,0,1,1,001 000 110 011,valid,4,4 V,series,1,"3"
#3269,1,0,1,0,0,0,1,1,0,0,1,1,101 000 110 011,valid,4,4 V,series,1,"3"
#3270,0,1,1,0,0,0,1,1,0,0,1,1,011 000 110 011,valid,4,4 V,series,1,"3"
#3271,1,1,1,0,0,0,1,1,0,0,1,1,111 000 110 011,valid,4,4 V,parallel,1,"1 3"
#3272,0,0,0,1,0,0,1,1,0,0,1,1,000 100 110 011,valid,4,4 V,series,1,"3"
#3273,1,0,0,1,0,0,1,1,0,0,1,1,100 100 110 011,valid,4,4 V,series,1,"3"
#3274,0,1,0,1,0,0,1,1,0,0,1,1,010 100 110 011,valid,4,4 V,series,1,"3"
#3275,1,1,0,1,0,0,1,1,0,0,1,1,110 100 110 011,valid,4,4 V,parallel,1,"1 3"
#3276,0,0,1,1,0,0,1,1,0,0,1,1,001 100 110 011,valid,4,4 V,series,1,"3"
#3277,1,0,1,1,0,0,1,1,0,0,1,1,101 100 110 011,short-circuit,0,Short Circuit,none,0,""
#3278,0,1,1,1,0,0,1,1,0,0,1,1,011 100 110 011,short-circuit,0,Short Circuit,none,0,""
#3279,1,1,1,1,0,0,1,1,0,0,1,1,111 100 110 011,short-circuit,0,Short Circuit,none,0,""
#3280,0,0,0,0,1,0,1,1,0,0,1,1,000 010 110 011,valid,4,4 V,series,1,"3"
#3281,1,0,0,0,1,0,1,1,0,0,1,1,100 010 110 011,valid,4,4 V,series,1,"3"
#3282,0,1,0,0,1,0,1,1,0,0,1,1,010 010 110 011,valid,4,4 V,series,1,"3"
#3283,1,1,0,0,1,0,1,1,0,0,1,1,110 010 110 011,valid,4,4 V,parallel,1,"1 3"
#3284,0,0,1,0,1,0,1,1,0,0,1,1,001 010 110 011,valid,4,4 V,series,1,"3"
#3285,1,0,1,0,1,0,1,1,0,0,1,1,101 010 110 011,short-circuit,0,Short Circuit,none,0,""
#3286,0,1,1,0,1,0,1,1,0,0,1,1,011 010 110 011,short-circuit,0,Short Circuit,none,0,""
#3287,1,1,1,0,1,0,1,1,0,0,1,1,111 010 110 011,short-circuit,0,Short Circuit,none,0,""
#3288,0,0,0,1,1,0,1,1,0,0,1,1,000 110 110 011,valid,4,4 V,parallel,1,"2 3"
#3289,1,0,0,1,1,0,1,1,0,0,1,1,100 110 110 011,valid,4,4 V,parallel,1,"2 3"
#3290,0,1,0,1,1,0,1,1,0,0,1,1,010 110 110 011,valid,4,4 V,parallel,1,"2 3"
#3291,1,1,0,1,1,0,1,1,0,0,1,1,110 110 110 011,valid,4,4 V,parallel,1,"1 2 3"
#3292,0,0,1,1,1,0,1,1,0,0,1,1,001 110 110 011,valid,4,4 V,parallel,1,"2 3"
#3293,1,0,1,1,1,0,1,1,0,0,1,1,101 110 110 011,short-circuit,0,Short Circuit,none,0,""
#3294,0,1,1,1,1,0,1,1,0,0,1,1,011 110 110 011,short-circuit,0,Short Circuit,none,0,""
#3295,1,1,1,1,1,0,1,1,0,0,1,1,111 110 110 011,short-circuit,0,Short Circuit,none,0,""
#3296,0,0,0,0,0,1,1,1,0,0,1,1,000 001 110 011,valid,4,4 V,series,1,"3"
#3297,1,0,0,0,0,1,1,1,0,0,1,1,100 001 110 011,valid,4,4 V,series,1,"3"
#3298,0,1,0,0,0,1,1,1,0,0,1,1,010 001 110 011,valid,4,4 V,series,1,"3"
#3299,1,1,0,0,0,1,1,1,0,0,1,1,110 001 110 011,valid,4,4 V,parallel,1,"1 3"
#3300,0,0,1,0,0,1,1,1,0,0,1,1,001 001 110 011,valid,4,4 V,series,1,"3"
#3301,1,0,1,0,0,1,1,1,0,0,1,1,101 001 110 011,short-circuit,0,Short Circuit,none,0,""
#3302,0,1,1,0,0,1,1,1,0,0,1,1,011 001 110 011,short-circuit,0,Short Circuit,none,0,""
#3303,1,1,1,0,0,1,1,1,0,0,1,1,111 001 110 011,short-circuit,0,Short Circuit,none,0,""
#3304,0,0,0,1,0,1,1,1,0,0,1,1,000 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3305,1,0,0,1,0,1,1,1,0,0,1,1,100 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3306,0,1,0,1,0,1,1,1,0,0,1,1,010 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3307,1,1,0,1,0,1,1,1,0,0,1,1,110 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3308,0,0,1,1,0,1,1,1,0,0,1,1,001 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3309,1,0,1,1,0,1,1,1,0,0,1,1,101 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3310,0,1,1,1,0,1,1,1,0,0,1,1,011 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3311,1,1,1,1,0,1,1,1,0,0,1,1,111 101 110 011,short-circuit,0,Short Circuit,none,0,""
#3312,0,0,0,0,1,1,1,1,0,0,1,1,000 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3313,1,0,0,0,1,1,1,1,0,0,1,1,100 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3314,0,1,0,0,1,1,1,1,0,0,1,1,010 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3315,1,1,0,0,1,1,1,1,0,0,1,1,110 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3316,0,0,1,0,1,1,1,1,0,0,1,1,001 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3317,1,0,1,0,1,1,1,1,0,0,1,1,101 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3318,0,1,1,0,1,1,1,1,0,0,1,1,011 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3319,1,1,1,0,1,1,1,1,0,0,1,1,111 011 110 011,short-circuit,0,Short Circuit,none,0,""
#3320,0,0,0,1,1,1,1,1,0,0,1,1,000 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3321,1,0,0,1,1,1,1,1,0,0,1,1,100 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3322,0,1,0,1,1,1,1,1,0,0,1,1,010 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3323,1,1,0,1,1,1,1,1,0,0,1,1,110 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3324,0,0,1,1,1,1,1,1,0,0,1,1,001 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3325,1,0,1,1,1,1,1,1,0,0,1,1,101 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3326,0,1,1,1,1,1,1,1,0,0,1,1,011 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3327,1,1,1,1,1,1,1,1,0,0,1,1,111 111 110 011,short-circuit,0,Short Circuit,none,0,""
#3328,0,0,0,0,0,0,0,0,1,0,1,1,000 000 001 011,valid,0,0 V (no output),none,0,""
#3329,1,0,0,0,0,0,0,0,1,0,1,1,100 000 001 011,valid,0,0 V (no output),none,0,""
#3330,0,1,0,0,0,0,0,0,1,0,1,1,010 000 001 011,valid,0,0 V (no output),none,0,""
#3331,1,1,0,0,0,0,0,0,1,0,1,1,110 000 001 011,valid,4,4 V,series,1,"1"
#3332,0,0,1,0,0,0,0,0,1,0,1,1,001 000 001 011,valid,0,0 V (no output),none,0,""
#3333,1,0,1,0,0,0,0,0,1,0,1,1,101 000 001 011,valid,0,0 V (no output),none,0,""
#3334,0,1,1,0,0,0,0,0,1,0,1,1,011 000 001 011,valid,0,0 V (no output),none,0,""
#3335,1,1,1,0,0,0,0,0,1,0,1,1,111 000 001 011,valid,4,4 V,series,1,"1"
#3336,0,0,0,1,0,0,0,0,1,0,1,1,000 100 001 011,valid,0,0 V (no output),none,0,""
#3337,1,0,0,1,0,0,0,0,1,0,1,1,100 100 001 011,valid,0,0 V (no output),none,0,""
#3338,0,1,0,1,0,0,0,0,1,0,1,1,010 100 001 011,valid,0,0 V (no output),none,0,""
#3339,1,1,0,1,0,0,0,0,1,0,1,1,110 100 001 011,valid,4,4 V,series,1,"1"
#3340,0,0,1,1,0,0,0,0,1,0,1,1,001 100 001 011,valid,0,0 V (no output),none,0,""
#3341,1,0,1,1,0,0,0,0,1,0,1,1,101 100 001 011,short-circuit,0,Short Circuit,none,0,""
#3342,0,1,1,1,0,0,0,0,1,0,1,1,011 100 001 011,valid,0,0 V (no output),none,0,""
#3343,1,1,1,1,0,0,0,0,1,0,1,1,111 100 001 011,short-circuit,0,Short Circuit,none,0,""
#3344,0,0,0,0,1,0,0,0,1,0,1,1,000 010 001 011,valid,0,0 V (no output),none,0,""
#3345,1,0,0,0,1,0,0,0,1,0,1,1,100 010 001 011,valid,0,0 V (no output),none,0,""
#3346,0,1,0,0,1,0,0,0,1,0,1,1,010 010 001 011,valid,0,0 V (no output),none,0,""
#3347,1,1,0,0,1,0,0,0,1,0,1,1,110 010 001 011,valid,4,4 V,series,1,"1"
#3348,0,0,1,0,1,0,0,0,1,0,1,1,001 010 001 011,valid,0,0 V (no output),none,0,""
#3349,1,0,1,0,1,0,0,0,1,0,1,1,101 010 001 011,valid,8,8 V,series,2,"1 2"
#3350,0,1,1,0,1,0,0,0,1,0,1,1,011 010 001 011,short-circuit,0,Short Circuit,none,0,""
#3351,1,1,1,0,1,0,0,0,1,0,1,1,111 010 001 011,short-circuit,0,Short Circuit,none,0,""
#3352,0,0,0,1,1,0,0,0,1,0,1,1,000 110 001 011,valid,4,4 V,series,1,"2"
#3353,1,0,0,1,1,0,0,0,1,0,1,1,100 110 001 011,valid,4,4 V,series,1,"2"
#3354,0,1,0,1,1,0,0,0,1,0,1,1,010 110 001 011,valid,4,4 V,series,1,"2"
#3355,1,1,0,1,1,0,0,0,1,0,1,1,110 110 001 011,valid,4,4 V,parallel,1,"1 2"
#3356,0,0,1,1,1,0,0,0,1,0,1,1,001 110 001 011,valid,4,4 V,series,1,"2"
#3357,1,0,1,1,1,0,0,0,1,0,1,1,101 110 001 011,short-circuit,0,Short Circuit,none,0,""
#3358,0,1,1,1,1,0,0,0,1,0,1,1,011 110 001 011,short-circuit,0,Short Circuit,none,0,""
#3359,1,1,1,1,1,0,0,0,1,0,1,1,111 110 001 011,short-circuit,0,Short Circuit,none,0,""
#3360,0,0,0,0,0,1,0,0,1,0,1,1,000 001 001 011,valid,0,0 V (no output),none,0,""
#3361,1,0,0,0,0,1,0,0,1,0,1,1,100 001 001 011,valid,0,0 V (no output),none,0,""
#3362,0,1,0,0,0,1,0,0,1,0,1,1,010 001 001 011,valid,0,0 V (no output),none,0,""
#3363,1,1,0,0,0,1,0,0,1,0,1,1,110 001 001 011,valid,4,4 V,series,1,"1"
#3364,0,0,1,0,0,1,0,0,1,0,1,1,001 001 001 011,valid,0,0 V (no output),none,0,""
#3365,1,0,1,0,0,1,0,0,1,0,1,1,101 001 001 011,valid,16,16 V,series,4,"1 2 3 4"
#3366,0,1,1,0,0,1,0,0,1,0,1,1,011 001 001 011,short-circuit,0,Short Circuit,none,0,""
#3367,1,1,1,0,0,1,0,0,1,0,1,1,111 001 001 011,short-circuit,0,Short Circuit,none,0,""
#3368,0,0,0,1,0,1,0,0,1,0,1,1,000 101 001 011,valid,12,12 V,series,3,"2 3 4"
#3369,1,0,0,1,0,1,0,0,1,0,1,1,100 101 001 011,valid,12,12 V,series,3,"2 3 4"
#3370,0,1,0,1,0,1,0,0,1,0,1,1,010 101 001 011,valid,12,12 V,series,3,"2 3 4"
#3371,1,1,0,1,0,1,0,0,1,0,1,1,110 101 001 011,short-circuit,0,Short Circuit,none,0,""
#3372,0,0,1,1,0,1,0,0,1,0,1,1,001 101 001 011,valid,12,12 V,series,3,"2 3 4"
#3373,1,0,1,1,0,1,0,0,1,0,1,1,101 101 001 011,short-circuit,0,Short Circuit,none,0,""
#3374,0,1,1,1,0,1,0,0,1,0,1,1,011 101 001 011,short-circuit,0,Short Circuit,none,0,""
#3375,1,1,1,1,0,1,0,0,1,0,1,1,111 101 001 011,short-circuit,0,Short Circuit,none,0,""
#3376,0,0,0,0,1,1,0,0,1,0,1,1,000 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3377,1,0,0,0,1,1,0,0,1,0,1,1,100 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3378,0,1,0,0,1,1,0,0,1,0,1,1,010 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3379,1,1,0,0,1,1,0,0,1,0,1,1,110 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3380,0,0,1,0,1,1,0,0,1,0,1,1,001 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3381,1,0,1,0,1,1,0,0,1,0,1,1,101 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3382,0,1,1,0,1,1,0,0,1,0,1,1,011 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3383,1,1,1,0,1,1,0,0,1,0,1,1,111 011 001 011,short-circuit,0,Short Circuit,none,0,""
#3384,0,0,0,1,1,1,0,0,1,0,1,1,000 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3385,1,0,0,1,1,1,0,0,1,0,1,1,100 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3386,0,1,0,1,1,1,0,0,1,0,1,1,010 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3387,1,1,0,1,1,1,0,0,1,0,1,1,110 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3388,0,0,1,1,1,1,0,0,1,0,1,1,001 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3389,1,0,1,1,1,1,0,0,1,0,1,1,101 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3390,0,1,1,1,1,1,0,0,1,0,1,1,011 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3391,1,1,1,1,1,1,0,0,1,0,1,1,111 111 001 011,short-circuit,0,Short Circuit,none,0,""
#3392,0,0,0,0,0,0,1,0,1,0,1,1,000 000 101 011,valid,8,8 V,series,2,"3 4"
#3393,1,0,0,0,0,0,1,0,1,0,1,1,100 000 101 011,valid,8,8 V,series,2,"3 4"
#3394,0,1,0,0,0,0,1,0,1,0,1,1,010 000 101 011,valid,8,8 V,series,2,"3 4"
#3395,1,1,0,0,0,0,1,0,1,0,1,1,110 000 101 011,short-circuit,0,Short Circuit,none,0,""
#3396,0,0,1,0,0,0,1,0,1,0,1,1,001 000 101 011,valid,8,8 V,series,2,"3 4"
#3397,1,0,1,0,0,0,1,0,1,0,1,1,101 000 101 011,valid,8,8 V,series,2,"3 4"
#3398,0,1,1,0,0,0,1,0,1,0,1,1,011 000 101 011,valid,8,8 V,series,2,"3 4"
#3399,1,1,1,0,0,0,1,0,1,0,1,1,111 000 101 011,short-circuit,0,Short Circuit,none,0,""
#3400,0,0,0,1,0,0,1,0,1,0,1,1,000 100 101 011,valid,8,8 V,series,2,"3 4"
#3401,1,0,0,1,0,0,1,0,1,0,1,1,100 100 101 011,valid,8,8 V,series,2,"3 4"
#3402,0,1,0,1,0,0,1,0,1,0,1,1,010 100 101 011,valid,8,8 V,series,2,"3 4"
#3403,1,1,0,1,0,0,1,0,1,0,1,1,110 100 101 011,short-circuit,0,Short Circuit,none,0,""
#3404,0,0,1,1,0,0,1,0,1,0,1,1,001 100 101 011,valid,8,8 V,series,2,"3 4"
#3405,1,0,1,1,0,0,1,0,1,0,1,1,101 100 101 011,short-circuit,0,Short Circuit,none,0,""
#3406,0,1,1,1,0,0,1,0,1,0,1,1,011 100 101 011,short-circuit,0,Short Circuit,none,0,""
#3407,1,1,1,1,0,0,1,0,1,0,1,1,111 100 101 011,short-circuit,0,Short Circuit,none,0,""
#3408,0,0,0,0,1,0,1,0,1,0,1,1,000 010 101 011,valid,8,8 V,series,2,"3 4"
#3409,1,0,0,0,1,0,1,0,1,0,1,1,100 010 101 011,valid,8,8 V,series,2,"3 4"
#3410,0,1,0,0,1,0,1,0,1,0,1,1,010 010 101 011,valid,8,8 V,series,2,"3 4"
#3411,1,1,0,0,1,0,1,0,1,0,1,1,110 010 101 011,short-circuit,0,Short Circuit,none,0,""
#3412,0,0,1,0,1,0,1,0,1,0,1,1,001 010 101 011,valid,8,8 V,series,2,"3 4"
#3413,1,0,1,0,1,0,1,0,1,0,1,1,101 010 101 011,valid,8,8 V,both,2,"1 2 3 4"
#3414,0,1,1,0,1,0,1,0,1,0,1,1,011 010 101 011,short-circuit,0,Short Circuit,none,0,""
#3415,1,1,1,0,1,0,1,0,1,0,1,1,111 010 101 011,short-circuit,0,Short Circuit,none,0,""
#3416,0,0,0,1,1,0,1,0,1,0,1,1,000 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3417,1,0,0,1,1,0,1,0,1,0,1,1,100 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3418,0,1,0,1,1,0,1,0,1,0,1,1,010 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3419,1,1,0,1,1,0,1,0,1,0,1,1,110 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3420,0,0,1,1,1,0,1,0,1,0,1,1,001 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3421,1,0,1,1,1,0,1,0,1,0,1,1,101 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3422,0,1,1,1,1,0,1,0,1,0,1,1,011 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3423,1,1,1,1,1,0,1,0,1,0,1,1,111 110 101 011,short-circuit,0,Short Circuit,none,0,""
#3424,0,0,0,0,0,1,1,0,1,0,1,1,000 001 101 011,valid,8,8 V,series,2,"3 4"
#3425,1,0,0,0,0,1,1,0,1,0,1,1,100 001 101 011,valid,8,8 V,series,2,"3 4"
#3426,0,1,0,0,0,1,1,0,1,0,1,1,010 001 101 011,valid,8,8 V,series,2,"3 4"
#3427,1,1,0,0,0,1,1,0,1,0,1,1,110 001 101 011,short-circuit,0,Short Circuit,none,0,""
#3428,0,0,1,0,0,1,1,0,1,0,1,1,001 001 101 011,valid,8,8 V,series,2,"3 4"
#3429,1,0,1,0,0,1,1,0,1,0,1,1,101 001 101 011,short-circuit,0,Short Circuit,none,0,""
#3430,0,1,1,0,0,1,1,0,1,0,1,1,011 001 101 011,short-circuit,0,Short Circuit,none,0,""
#3431,1,1,1,0,0,1,1,0,1,0,1,1,111 001 101 011,short-circuit,0,Short Circuit,none,0,""
#3432,0,0,0,1,0,1,1,0,1,0,1,1,000 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3433,1,0,0,1,0,1,1,0,1,0,1,1,100 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3434,0,1,0,1,0,1,1,0,1,0,1,1,010 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3435,1,1,0,1,0,1,1,0,1,0,1,1,110 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3436,0,0,1,1,0,1,1,0,1,0,1,1,001 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3437,1,0,1,1,0,1,1,0,1,0,1,1,101 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3438,0,1,1,1,0,1,1,0,1,0,1,1,011 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3439,1,1,1,1,0,1,1,0,1,0,1,1,111 101 101 011,short-circuit,0,Short Circuit,none,0,""
#3440,0,0,0,0,1,1,1,0,1,0,1,1,000 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3441,1,0,0,0,1,1,1,0,1,0,1,1,100 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3442,0,1,0,0,1,1,1,0,1,0,1,1,010 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3443,1,1,0,0,1,1,1,0,1,0,1,1,110 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3444,0,0,1,0,1,1,1,0,1,0,1,1,001 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3445,1,0,1,0,1,1,1,0,1,0,1,1,101 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3446,0,1,1,0,1,1,1,0,1,0,1,1,011 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3447,1,1,1,0,1,1,1,0,1,0,1,1,111 011 101 011,short-circuit,0,Short Circuit,none,0,""
#3448,0,0,0,1,1,1,1,0,1,0,1,1,000 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3449,1,0,0,1,1,1,1,0,1,0,1,1,100 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3450,0,1,0,1,1,1,1,0,1,0,1,1,010 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3451,1,1,0,1,1,1,1,0,1,0,1,1,110 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3452,0,0,1,1,1,1,1,0,1,0,1,1,001 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3453,1,0,1,1,1,1,1,0,1,0,1,1,101 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3454,0,1,1,1,1,1,1,0,1,0,1,1,011 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3455,1,1,1,1,1,1,1,0,1,0,1,1,111 111 101 011,short-circuit,0,Short Circuit,none,0,""
#3456,0,0,0,0,0,0,0,1,1,0,1,1,000 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3457,1,0,0,0,0,0,0,1,1,0,1,1,100 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3458,0,1,0,0,0,0,0,1,1,0,1,1,010 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3459,1,1,0,0,0,0,0,1,1,0,1,1,110 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3460,0,0,1,0,0,0,0,1,1,0,1,1,001 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3461,1,0,1,0,0,0,0,1,1,0,1,1,101 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3462,0,1,1,0,0,0,0,1,1,0,1,1,011 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3463,1,1,1,0,0,0,0,1,1,0,1,1,111 000 011 011,short-circuit,0,Short Circuit,none,0,""
#3464,0,0,0,1,0,0,0,1,1,0,1,1,000 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3465,1,0,0,1,0,0,0,1,1,0,1,1,100 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3466,0,1,0,1,0,0,0,1,1,0,1,1,010 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3467,1,1,0,1,0,0,0,1,1,0,1,1,110 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3468,0,0,1,1,0,0,0,1,1,0,1,1,001 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3469,1,0,1,1,0,0,0,1,1,0,1,1,101 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3470,0,1,1,1,0,0,0,1,1,0,1,1,011 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3471,1,1,1,1,0,0,0,1,1,0,1,1,111 100 011 011,short-circuit,0,Short Circuit,none,0,""
#3472,0,0,0,0,1,0,0,1,1,0,1,1,000 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3473,1,0,0,0,1,0,0,1,1,0,1,1,100 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3474,0,1,0,0,1,0,0,1,1,0,1,1,010 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3475,1,1,0,0,1,0,0,1,1,0,1,1,110 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3476,0,0,1,0,1,0,0,1,1,0,1,1,001 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3477,1,0,1,0,1,0,0,1,1,0,1,1,101 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3478,0,1,1,0,1,0,0,1,1,0,1,1,011 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3479,1,1,1,0,1,0,0,1,1,0,1,1,111 010 011 011,short-circuit,0,Short Circuit,none,0,""
#3480,0,0,0,1,1,0,0,1,1,0,1,1,000 110 011 011,short-circuit,0,Short Circuit,none,0,""
#3481,1,0,0,1,1,0,0,1,1,0,1,1,100 110 011 011,short-circuit,0,Short Circuit,none,0,""
#3482,0,1,0,1,1,0,0,1,1,0,1,1,010 110 011 011,short-circuit,0,Short Circuit,none,0,""
#3483,1,1,0,1,1,0,0,1,1,0,1,1,110 110 011 011,short-circuit,0,Short Circuit,none,0,""
